bairro|rua|tipo|area_m2|quartos|suites|vagas|padrao|acab|comercial|preco|data|fonte|titulo
Candeias||casa|500|4|3|4|alto|pronto|nao|1200000|04/2026|OLX|Casa cond fechado 500m2
Candeias||apartamento|72|2|4|2|simples|pronto|nao|360000|06/2026|OLX|Apt 72m2 Candeias 2q
Candeias||apartamento|74|3|2|2|medio|pronto|nao|549000|06/2026|OLX|Apt 74m2 cond 357
Candeias||casa|140|3|2||medio|pronto|nao|550000|06/2026|OLX|Casa Jardim Candeias 140m2
Candeias||casa|102|3|||medio|pronto|nao|420000|06/2026|OLX|Casa Jardim Candeias 102m2
Candeias||cobertura|353|5|4|5|luxo|pronto|nao|1450000|06/2026|OLX|Cobertura 4 suites Candeias
Candeias||casa|86|3|2|4|medio|pronto|nao|489000|06/2026|OLX|Casa 3 suites Duque Du Lest 86m2
Candeias||apartamento|35|1||1|simples|pronto|nao|130000|06/2026|OLX|Vendo/troco 35m2
Candeias||casa|170|4|2|5|medio|pronto|nao|660000|06/2026|OLX|Casa 4q 170m2 garagem
Candeias||casa|147|4|3|5|alto|pronto|nao|775000|06/2026|OLX|Bella Citta 4 suites
Candeias||casa|105|3|2|4|medio|pronto|nao|450000|06/2026|OLX|Casa 3/4 Urbis1 105m2
Candeias||casa|187|3|2|2|alto|pronto|nao|760000|06/2026|OLX|Casa Cidade Jardim 187m2
Candeias||apartamento|47|2|1|2|simples|pronto|nao|230000|06/2026|OLX|Apt Alphina 47m2
Candeias||apartamento|56|2|1|1|simples|pronto|nao|180000|06/2026|OLX|Apt 56m2 2q
Candeias||casa|140|3|2|2|medio|pronto|nao|420000|06/2026|OLX|Casa px Shopping 140m2
Candeias||casa|360|4|4|5|luxo|pronto|nao|1890000|06/2026|OLX|Casa Alphaville 2 360m2
Candeias||casa|120|3|2|4|medio|pronto|nao|589000|06/2026|OLX|Casa Verso Residence
Candeias||apartamento|70|2|1|2|simples|pronto|nao|338000|06/2026|OLX|Apt terreo 70m2
Candeias||casa|104|4|2|4|medio|pronto|nao|424000|06/2026|OLX|Vog Premier casas 4q
Candeias||casa|68|3|1|2|simples|pronto|nao|249900|06/2026|OLX|Casa Conveima1 68m2
Candeias||casa|76|3|2|2|simples|pronto|nao|255000|06/2026|OLX|Cond Vivendas Bosque 76m2
Candeias||cobertura|162|4|1|3|medio|pronto|nao|317000|06/2026|OLX|Cobertura 4q 162m2
Candeias||apartamento|67|3|1|2|simples|pronto|nao|345000|06/2026|OLX|Solarium 3/4 67m2
Candeias||apartamento|61|3|1|2|simples|pronto|nao|327000|06/2026|OLX|Apt Adilson Fontes 3q
Candeias||apartamento|80|3|2|2|medio|pronto|nao|450000|12/2025|OLX|Apt 80m2 Candeias 3q
Candeias||apartamento|127|3|2|2|medio|pronto|nao|420000|11/2025|OLX|Apt 127m2 Candeias 3q
Candeias||casa|68|3|2|2|simples|pronto|nao|375000|11/2025|OLX|Casa 68m2 cond
Candeias||apartamento|135|3|3|4|alto|pronto|nao|1300000|09/2025|OLX|Apt 135m2 3 suites
Candeias||casa|380|4|2|3|alto|pronto|nao|1500000|08/2025|OLX|Duplex Jardim Candeias 380m2
Candeias||apartamento|93|2|1|2|simples|pronto|nao|285000|07/2025|OLX|Apt 93m2 2q
Candeias|Av Olivia Flores|apartamento|155|3|3|5|alto|pronto|nao|1200000|03/2026|OLX|Apt alto padrao px Olivia Flores
Candeias|Av Luis Eduardo Magalhaes|apartamento|82|3|1|2|simples|pronto|nao|295000|06/2025|OLX|Apt terreo Av Luis Eduardo
Candeias||casa|432|3|2|2|alto|pronto|nao|950000|04/2026|OLX|Casa solta 432m2
Candeias||casa|440|5|5|5|luxo|pronto|nao|1590000|04/2026|OLX|Triplex Candeias 440m2
Candeias||apartamento|158|4|3||alto|pronto|nao|730000|11/2025|OLX|Apt 4q 158m2
Candeias||apartamento|169|3|3|4|alto|pronto|nao|1200000|01/2026|OLX|Apt 3 suites alto padrao
Candeias||apartamento|130|4|3|4|alto|pronto|nao|660000|09/2025|OLX|Apt 4q 3 suites
Candeias||casa|360|4|4|2|alto|pronto|nao|1800000|12/2025|OLX|Casa Duplex 4q 360m2
Candeias||apartamento|113|3|3|5|alto|pronto|nao|790000|06/2026|OLX|Apt 3 suites 113m2
Candeias||apartamento|100|3|2|2|medio|pronto|nao|565000|06/2026|OLX|Apt Vog semimobiliado
Candeias||apartamento|81|2|1|3|simples|pronto|nao|350000|06/2026|OLX|Apt 2q dep Fainor 81m2
Candeias||apartamento|115|3|2|4|alto|pronto|nao|839930|05/2026|OLX|Apt 3q 2 suites 115m2
Candeias||apartamento|50|2|2|2|simples|pronto|nao|220000|05/2026|OLX|Apt 2q suite 50m2
Candeias||apartamento|190|3|3|5|alto|pronto|nao|650000|05/2026|OLX|Apt 3q 190m2
Candeias||casa|225|4|1|3|alto|pronto|nao|850000|05/2026|OLX|Casa solta 4q 225m2
Candeias||apartamento|55|2|1|2|simples|pronto|nao|350000|05/2026|OLX|Apt 2q mobiliado 55m2
Candeias||casa|220|3|3|3|luxo|pronto|nao|2600000|05/2026|OLX|Casa 3q 220m2 alto cond
Candeias||casa|408|4|2|1|luxo|pronto|nao|4800000|05/2026|OLX|Casa 4q 408m2
Candeias||apartamento|140|3|4||alto|pronto|nao|1100000|05/2026|OLX|Apt 3q 140m2
Candeias||casa|360|4|4|4|luxo|pronto|nao|1900000|04/2026|OLX|Casa Duplex Jardim 360m2
Candeias||apartamento|196|3|2|3|alto|pronto|nao|980000|04/2026|OLX|Apt 3 suites 196m2
Candeias||apartamento|130|3|2|5|alto|pronto|nao|900000|04/2026|OLX|Apt 3 suites 130m2
Candeias||apartamento|100|3|1|1|medio|pronto|nao|640000|04/2026|OLX|Conde Residencial II 100m2
Candeias||casa|197|3|4|3|alto|pronto|nao|1310000|06/2026|OLX|Casa Duplex 3 suites 197m2
Candeias||apartamento|158|4|3||alto|pronto|nao|730000|11/2025|OLX|Apt Padrao 4q 158m2
Candeias||casa|170|3|3||medio|pronto|nao|599000|06/2026|OLX|Casa 3q 1 suite 170m2
