bairro|rua|tipo|area_m2|quartos|suites|vagas|padrao|acab|comercial|preco|data|fonte|titulo
Primavera||casa|155|3|4|4|alto|pronto|nao|950000|mar/2026|OLX|Casa 3 Suites Horto Premier
Candeias||casa|257|4|4|5|alto|pronto|nao|1249000|mar/2026|OLX|Casa 4q Candeias 257m2
Universidade||casa|310|4|4|5|luxo|pronto|nao|1890000|mar/2026|OLX|Mansao 4 Suites Alphaville 2
Primavera||casa|172|3|4|4|alto|pronto|nao|975000|mar/2026|OLX|Casa 3 Suites Horto Premier 172m2
Boa Vista||casa|131|3|2|2|medio|pronto|nao|523900|mar/2026|OLX|Duplex 3q suite Boa Vista
Candeias||casa|147|4|2|5|medio|pronto|nao|850000|mar/2026|OLX|Duplex 4 Suites Candeias 147m2
Universidade||casa|200|3|4|4|alto|pronto|nao|1249000|mar/2026|OLX|Casa 3 Suites Piscina Alphaville1
Universidade||casa|210|4|4|3|alto|pronto|nao|890000|mar/2026|OLX|Casa 4q AlphaVille 210m2
Universidade||casa|198|3|4|4|alto|pronto|nao|1250000|mar/2026|OLX|Casa 3 Suites AlphaVille2
Universidade||casa|190|3|4|3|alto|pronto|nao|1100000|mar/2026|OLX|Casa 3 Suites AlphaVille2 190m2
Boa Vista||casa|145|3|1|4|medio|pronto|nao|620000|mar/2026|OLX|Duplex 3 Suites Boa Vista 145m2
Primavera||casa|77|3|2|2|simples|pronto|nao|390000|mar/2026|OLX|Casa 3q suite Conde3 Primavera
Primavera||casa|168|3|4|4|alto|pronto|nao|975000|mar/2026|OLX|Casa 3 Suites Horto Premier 168m2
Candeias||casa|259|4|4|5|alto|pronto|nao|1770000|mar/2026|OLX|Casa 4q 3 suites Parque Ipes 1
Candeias||casa|500|5|5|5|luxo|pronto|nao|2900000|mar/2026|OLX|Mansao 5 Suites Candeias 500m2
Candeias||apartamento|231|3|3|4|luxo|pronto|nao|1500000|mar/2026|OLX|Apto 3 suites Candeias 231m2
Boa Vista||casa|245|5|4|4|alto|pronto|nao|1749000|mar/2026|OLX|Casa 5q Parque dos Ipes2 245m2
Primavera||casa|78|3|2|2|simples|pronto|nao|370000|mar/2026|OLX|Casa 3q 1 suite Conde3 78m2
Primavera||casa|127|3|4|2|medio|pronto|nao|700000|mar/2026|OLX|Casa 3q suite Horto Premier 127m2
Universidade||casa|199|3|4|4|alto|pronto|nao|1280000|mar/2026|OLX|Casa 3 Suites AlphaVille2 199m2
Universidade||casa|90|3|2|3|medio|pronto|nao|460000|mar/2026|OLX|Casa 3/1 suite Universidade 90m2
Primavera||casa|159|3|2|3|alto|pronto|nao|950000|mar/2026|OLX|Casa 3 Suites Horto Premier 159m2
Boa Vista||casa|200|4|2|4|alto|pronto|nao|1300000|mar/2026|OLX|Duplex 4 Suites Boa Vista 200m2
Boa Vista||apartamento|74|3|1|2|simples|pronto|nao|380000|mar/2026|OLX|Apt terreo Don Res Boa Vista 74m2
Primavera||casa|140|2|2|2|medio|pronto|nao|380000|fev/2026|OLX|Casa cond Primavera 140m2
Universidade||casa|177|3|2|3|alto|pronto|nao|850000|fev/2026|OLX|Casa Alphaville 2 177m2
Recreio||apartamento|110|3|2|4|medio|pronto|nao|820000|fev/2026|OLX|Apt 3 suites Anita Garibaldi Recreio
Candeias||apartamento|135|3|2|4|alto|pronto|nao|890000|fev/2026|OLX|Apt 135m2 Olivia Flores 3 suites
Candeias||apartamento|130|3|2|1|alto|pronto|nao|960000|fev/2026|OLX|Apto Res Wellington Prado 130m2
Candeias||apartamento|148|4|2|1|medio|pronto|nao|775000|fev/2026|OLX|Bella Citta Residenziale 148m2
Felicia||casa|150|5|2|3|medio|pronto|nao|450000|fev/2026|OLX|Casa 5q kitnetes Av Filipinas Felicia
Felicia||casa|130|3|3|1|medio|pronto|nao|690000|fev/2026|OLX|Casa Alameda Passaros 130m2 Felicia
Candeias||casa|142|3|2|1|medio|pronto|nao|750000|fev/2026|OLX|Casa Duque du Lest 142m2
Candeias||casa|180|3|2|1|alto|pronto|nao|980000|fev/2026|OLX|Casa Verana Reserva Imperial 180m2
Boa Vista||apartamento|72|3|1|1|simples|pronto|nao|320000|fev/2026|OLX|Res Riviera 72m2 Boa Vista
Candeias||casa|160|3|4|1|alto|pronto|nao|850000|fev/2026|OLX|Casa Verana Reserva 3 suites 160m2
Candeias||apartamento|84|3|2|3|medio|pronto|nao|380000|jan/2026|OLX|Apt px Fainor 84m2 Candeias
Primavera||apartamento|51|2|5|1|simples|pronto|nao|260000|jan/2026|OLX|Mirante Panoramico 51m2 Primavera
Candeias||apartamento|169|3|3|4|alto|pronto|nao|900000|jan/2026|OLX|Apto 3 suites Paulo Andrade Candeias
Universidade||casa|208|4|4|5|alto|pronto|nao|1250000|jan/2026|OLX|Casa 4 Suites Alphaville 1
Universidade||casa|187|3|2|3|alto|pronto|nao|930000|jan/2026|OLX|Casa Alphaville 2 187m2
Boa Vista||casa|140|3|2|4|medio|pronto|nao|650000|jan/2026|OLX|Casa duplex reformada Boa Vista 140m2
Boa Vista||casa|160|3|3|2|medio|pronto|nao|530000|jan/2026|OLX|Casa 3q perto Sevilha Boa Vista
Brasil||casa|70|3|1||simples|pronto|nao|260000|jan/2026|OLX|Casa geminada Brasil 70m2
Boa Vista||apartamento|88|3|2|2|medio|pronto|nao|360000|jan/2026|OLX|Apt Boa Vista 88m2
Candeias||apartamento|122|3|2|3|medio|pronto|nao|950000|jan/2026|OLX|Apt Res Fernando Spinola Candeias
Universidade||casa|199|3|4|1|alto|pronto|nao|1280000|jan/2026|OLX|Casa Alphaville 2 199m2 Univ
Recreio||apartamento|108|3|2|1|medio|pronto|nao|700000|jan/2026|OLX|Apt 108m2 Recreio 3q
Universidade||casa|179|3|2|1|alto|pronto|nao|890000|jan/2026|OLX|Casa AlphaVille I 179m2
Boa Vista||casa|205|3|5|4|alto|pronto|nao|850000|jan/2026|OLX|Casa cond Alto Boa Vista 205m2
Boa Vista||apartamento|47|2|1|1|simples|pronto|nao|265000|jan/2026|OLX|Apt 2/4 Stella Mares Boa Vista
Candeias||apartamento|65|2|1||medio|pronto|nao|500000|jan/2026|OLX|SAN GIORGIO RESIDENCE 65m2
Candeias||casa|191|4|3||alto|pronto|nao|700000|jan/2026|OLX|Casa Haras Camping Club 191m2
Candeias||apartamento|82|3|1|2|simples|osso|nao|285000|jan/2026|OLX|Apt 3/4 planta Candeias 82m2
Candeias||casa|334|4|4|1|luxo|pronto|nao|1500000|dez/2025|OLX|Casa Duplex Alto Padrao 334m2
Candeias||casa|82|3|2||simples|pronto|nao|270000|dez/2025|OLX|Casa Residencial VDC 82m2
Urbis 6||casa|75|3|1|2|simples|pronto|nao|275000|dez/2025|OLX|Casa 3q suite Urbis 6 75m2
Universidade||casa|198|3|2|2|alto|pronto|nao|1250000|dez/2025|OLX|Casa nova Alphavile 2
Boa Vista||casa|120|3|2|2|medio|pronto|nao|655000|dez/2025|OLX|Casa cond Boa Vista 120m2
Boa Vista||casa|248|3|2|3|alto|pronto|nao|1200000|dez/2025|OLX|Casa Esplanada Parque 3/4 Boa Vista
Universidade||casa|200|3|2|4|alto|pronto|nao|1250000|dez/2025|OLX|Casa 3 suites Alphaville 1
Candeias||apartamento|83|2|1|1|simples|pronto|nao|289990|dez/2025|OLX|Apt 2/4 Candeias px Chame Chame
Candeias||apartamento|145|3|3|1|medio|pronto|nao|525000|dez/2025|OLX|Apt 3 suites 1 andar Candeias
Boa Vista||casa|120|3|2|3|medio|pronto|nao|850000|dez/2025|OLX|Casa Esplanada Parque 120m2
Primavera||casa|85|3|1|2|simples|pronto|nao|345000|dez/2025|OLX|Casa 3/4 Primavera 85m2
Recreio||apartamento|89|3|2|3|medio|pronto|nao|540000|dez/2025|OLX|Apt px UNEX Recreio 89m2
Primavera||casa|112|2|3|2|medio|pronto|nao|350000|dez/2025|OLX|Casa Vog Allegro Primavera 112m2
Candeias||apartamento|84|3|1|2|simples|pronto|nao|319900|dez/2025|OLX|Apt 3/4 px Fainor Candeias 84m2
Recreio||casa|210|5|5|5|medio|pronto|nao|600000|dez/2025|OLX|Predio Recreio 210m2
Recreio||apartamento|300|3|2|1|luxo|pronto|nao|3000000|dez/2025|OLX|Apto Res Malu Andrade 300m2
Boa Vista||casa|120|3|1|1|medio|pronto|nao|360000|dez/2025|OLX|Casa solta 3q Boa Vista 120m2
Candeias||apartamento|40|2|1|1|simples|pronto|nao|199000|dez/2025|OLX|Apto 2q 40m2 Candeias
Boa Vista||cobertura|172|4|1|3|medio|pronto|nao|599000|nov/2025|OLX|Cobertura triplex 172m2 Alto Boa Vista
Boa Vista||casa|100|3|2|1|medio|pronto|nao|685000|nov/2025|OLX|Casa Lord Residence 100m2 Boa Vista
Boa Vista||casa|240|3|2|1|alto|pronto|nao|2000000|nov/2025|OLX|Casa Parque Ipes I 240m2 Boa Vista
Boa Vista||casa|100|3|2|1|medio|pronto|nao|650000|nov/2025|OLX|Casa Duque Residence 100m2 Boa Vista
Candeias||casa|218|3|4|4|alto|pronto|nao|1200000|out/2025|OLX|Casa Domus Residence Candeias 218m2
Jurema||apartamento|66|3|1|1|simples|pronto|nao|189900|out/2025|OLX|Apt 3q Av Juracy Magalhaes Jurema
Candeias||casa|300|2|3||luxo|pronto|nao|749000|out/2025|OLX|Luxo e Conforto VDC 300m2
Jatoba||casa|125|3|3|4|medio|pronto|nao|549000|out/2025|OLX|Casa Jatoba 125m2
Candeias||casa|214|4|4|4|alto|pronto|nao|1390000|out/2025|OLX|Casa 4q Jardim Candeias 214m2
Sao Pedro||casa|140|2|1|1|simples|pronto|nao|230000|out/2025|OLX|Casa 2q Sao Pedro 140m2
Boa Vista||casa|65|3|1|2|simples|pronto|nao|340000|out/2025|OLX|Casa terrea Boa Vista 65m2
Candeias||apartamento|136|3|2|1|medio|pronto|nao|730000|out/2025|OLX|Apt Paul Cezanne 136m2 Candeias
Bateias||casa|82|3|2||simples|pronto|nao|190000|out/2025|OLX|Casa 3q Bateias 82m2
Candeias||casa|250|5|4|1|alto|pronto|nao|1250000|out/2025|OLX|Casa Campus Vivant 5/4 250m2
Boa Vista||casa|200|4|2|1|alto|pronto|nao|1200000|set/2025|OLX|Casa Lord Residence 200m2 4/4
Universidade||casa|195|3|2|3|alto|pronto|nao|950000|set/2025|OLX|Casa 3q Universidade 195m2
Universidade||casa|195|3|2|1|alto|pronto|nao|950000|set/2025|OLX|Casa AlphaVille 195m2 Universidade
Boa Vista||casa|427|4|2|5|luxo|pronto|nao|5200000|set/2025|OLX|Casa cond Boa Vista 427m2
Boa Vista||casa|220|3|4|5|alto|pronto|nao|1070000|set/2025|OLX|Casa 3q 220m2 Boa Vista
Universidade||casa|127|3|2|2|medio|pronto|nao|895230|set/2025|OLX|Casa 3q Universidade 127m2
Candeias||casa|197|3|4|4|alto|pronto|nao|1310000|set/2025|OLX|Casa alto padrao 3 suites Candeias
Universidade||casa|200|4|2|4|alto|pronto|nao|880000|ago/2025|OLX|Casa AlphaVille II 4/4 200m2
Candeias||casa|104|3|2|3|medio|pronto|nao|470000|ago/2025|OLX|Casa cond Candeias 104m2
Candeias||casa|65|3|2||simples|pronto|nao|370000|ago/2025|OLX|Casa 3/4 cond fechado Candeias 65m2
Boa Vista||casa|60|3|1||simples|pronto|nao|330000|ago/2025|OLX|Casa Boa Vista 60m2
Boa Vista||casa|60|3|1|2|simples|pronto|nao|330000|ago/2025|OLX|Casa 3/4 Boa Vista 60m2
Primavera||casa|147|2|1||medio|pronto|nao|387527|ago/2025|OLX|Casa VOG Parque Premier Primavera
Primavera||casa|161|3|2|4|alto|pronto|nao|940000|jul/2025|OLX|Casa 3 suites Horto Premier Primavera
Primavera||casa|112|2|2|1|medio|pronto|nao|350000|jul/2025|OLX|Casa 2 suite Vog Alegro Primavera
Candeias||apartamento|267|3|2|4|alto|pronto|nao|690000|jul/2025|OLX|Apt 3 suites Candeias 267m2
Recreio||apartamento|70|3|1|3|simples|pronto|nao|320000|jul/2025|OLX|Apt 3q Recreio 70m2
Candeias||apartamento|118|3|2|1|medio|pronto|nao|650000|jul/2025|OLX|Apt alto padrao 3 suites Candeias
Boa Vista||casa|263|3|3|1|alto|pronto|nao|1550000|jul/2025|OLX|Casa Esplanada Parque 3/4 263m2
Candeias||apartamento|64|2|1|1|simples|pronto|nao|260000|jul/2025|OLX|Apt 2q Candeias 64m2
Recreio||apartamento|108|3|2|4|medio|pronto|nao|750000|jul/2025|OLX|Apt 108m2 Recreio px FTC
Boa Vista||casa|180|5|3|3|alto|pronto|nao|649000|jul/2025|OLX|Casa Duplex 5/4 Boa Vista 180m2
Boa Vista||apartamento|70|2|1|2|simples|pronto|nao|329900|jun/2025|OLX|Apt terreo garden Boa Vista 70m2
Zabele||casa|83|2|1||simples|pronto|nao|195000|jun/2025|OLX|Casa 2q Zabele 83m2
Zabele||casa|90|2|1|1|simples|pronto|nao|195000|jun/2025|OLX|Casa geminada Zabele 90m2
Jatoba||casa|65|3|2|1|simples|osso|nao|280225|jun/2025|OLX|Casa 3/4 Jatoba cond fechado
Candeias||casa|320|4|2|4|alto|pronto|nao|1100000|mai/2025|OLX|Casa 4q 320m2 Candeias
Centro||casa|140|4|2|1|medio|pronto|nao|360000|mai/2025|OLX|Casa solta 4/4 Centro VDC
Jatoba||casa|115|3|5|2|simples|pronto|nao|270000|abr/2025|OLX|Casa 115m2 Jatoba 3q
Sao Pedro||apartamento|47|2|2|1|simples|pronto|nao|185000|abr/2025|OLX|Apt 47m2 Sao Pedro
Felicia||apartamento|60|3|1|2|simples|pronto|nao|325000|abr/2025|OLX|Apt 60m2 Felicia
Candeias||casa|100|3|2|1|medio|pronto|nao|979000|abr/2025|OLX|Casa Cidade Jardim Boa Vista 100m2
Candeias||apartamento|103|2|2|3|medio|pronto|nao|460000|abr/2025|OLX|Apt 2q Candeias 103m2
Felicia||casa|150|3|3|5|medio|pronto|nao|750000|mar/2025|OLX|Casa 3 suites nova Felicia 150m2
Boa Vista||apartamento|124|4|3||alto|pronto|nao|330000|mar/2025|OLX|Apt amplo 4q Boa Vista 124m2
Candeias||apartamento|139|3|2|2|medio|pronto|nao|600000|mar/2025|OLX|Apt 139m2 Candeias 3q
Felicia||casa|144|3|2|4|medio|pronto|nao|660000|mar/2025|OLX|Casa 144m2 Felicia 3q
Zabele||casa|55|2|1|1|simples|pronto|nao|190000|mar/2025|OLX|Casa Senhorinha Cairo Zabele 55m2
Candeias||apartamento|89|3|1|3|simples|pronto|nao|240000|mar/2025|OLX|Duplex 3q Candeias 89m2
Candeias||apartamento|96|2|2|2|medio|pronto|nao|520000|mar/2025|OLX|Apt 96m2 Candeias 2q
Candeias||apartamento|94|3|1|2|simples|pronto|nao|330000|mar/2025|OLX|Apt 94m2 Candeias 3q
Candeias||apartamento|67|3|2|2|simples|pronto|nao|370000|mar/2025|OLX|Apt 67m2 Candeias 3q
Candeias||apartamento|93|3|3|1|medio|pronto|nao|350000|mar/2025|OLX|Apt 93m2 Candeias 3q
Primavera||apartamento|70|2|2|1|simples|pronto|nao|265000|mar/2025|OLX|Apt 70m2 Primavera 2q
Jatoba||casa|73|3|1|1|simples|pronto|nao|255000|mar/2025|OLX|Casa 73m2 Jatoba 3q
Candeias||casa|294|4|4|3|alto|pronto|nao|950000|mar/2025|OLX|Casa 294m2 Candeias 4q
Zabele||apartamento|54|2|2|2|simples|pronto|nao|200000|mar/2025|OLX|Apt 54m2 Zabele 2q
Candeias||apartamento|174|3|3|4|alto|pronto|nao|1690000|mar/2025|OLX|Apt 174m2 Candeias 3q
Candeias||apartamento|74|3|1|2|simples|pronto|nao|320000|mar/2025|OLX|Apt 74m2 Candeias 3q
Candeias||apartamento|105|3|1|2|medio|pronto|nao|595000|mar/2025|OLX|Apt 105m2 Candeias 3q
Recreio||casa|500|4|4|5|alto|pronto|nao|1600000|fev/2025|OLX|Casa 500m2 Recreio 4q
Candeias||casa|210|2|1|1|medio|pronto|nao|620000|fev/2025|OLX|Casa 210m2 Candeias 2q
Boa Vista||casa|100|3|2|1|medio|pronto|nao|680000|fev/2025|OLX|Casa Lord Residence 100m2
Candeias||apartamento|171|3|2|3|alto|pronto|nao|750000|fev/2025|OLX|Apt 171m2 Candeias 3q
Candeias||apartamento|127|3|2|3|medio|pronto|nao|660000|fev/2025|OLX|Apt 127m2 Candeias 3q
Candeias||apartamento|140|3|3|4|medio|pronto|nao|730000|fev/2025|OLX|Apt 140m2 Candeias 3q
Zabele||casa|83|3|3|2|simples|pronto|nao|260000|fev/2025|OLX|Casa Zabele 83m2
Candeias||apartamento|117|3|2|4|medio|pronto|nao|480000|fev/2025|OLX|Duplex 117m2 Candeias 3q
Centro||casa|180|4|4|3|medio|pronto|nao|800000|fev/2025|OLX|Casa Centro 180m2 4q
Zabele||casa|70|3|1|1|simples|pronto|nao|245000|out/2025|OLX|Casa Senhorinha Cairo Zabele 70m2
Felicia||casa|90|2|3|2|simples|pronto|nao|360000|out/2025|OLX|Casa plana Felicia 2q
Boa Vista||apartamento|60|2|1|1|simples|pronto|nao|195000|out/2025|OLX|Apt Res Itapoa 2/4 Boa Vista
Zabele||casa|70|2|1|1|simples|pronto|nao|180000|out/2025|OLX|Casa Miro Cairo Zabele 2/4
Boa Vista||apartamento|110|3|2|1|medio|pronto|nao|450000|set/2025|OLX|Apt Edmundo Franca Boa Vista 110m2
Candeias||apartamento|70|3|1|1|simples|pronto|nao|390000|set/2025|OLX|Apt Dona Olivia Res Candeias
Candeias||casa|170|4|4|5|alto|pronto|nao|680000|set/2025|OLX|Casa 4q 4 suites Candeias 170m2
Candeias||apartamento|118|3|2|4|medio|pronto|nao|480000|set/2025|OLX|Apt duplex 118m2 Candeias
Boa Vista||casa|70|3|1|1|simples|pronto|nao|255000|set/2025|OLX|Casa 3/4 Conveima I 70m2
Recreio||apartamento|86|3|1|1|medio|pronto|nao|520000|set/2025|OLX|Apt Res Maria Julia Recreio 86m2
Ibirapuera||casa|85|2|2|1|simples|pronto|nao|380000|set/2025|OLX|Casa 2 suites Ibirapuera 85m2
Candeias||casa|60|3|1|1|simples|pronto|nao|245000|set/2025|OLX|Casa Remanso 3/4 60m2
