"id","ordem","status","canal","tipo_make","tipo_original","titulo","legenda","media_url","media_urls_json","media_urls_pipe","publish_at","timezone","slug","fonte_url","fonte_nome","post_id","erro","tentativas","aprovado_por","publicado_em"
"pv-ig-20260703-11","11","PENDENTE_REVISAO","instagram","foto","post_imovel_card","Terreno Haras Camping Club","Terreno Haras Camping Club

1.022 m2, nascente e final de rua.

Valor: R$ 210.000

Fale com a Priscila para receber a ficha completa, fotos e disponibilidade atual.

Priscila Vasconcelos
CRECI-BA 29.231

#vitoriadaconquista #imoveisvdc #priscilavasconcelos","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/cards-imoveis/11-terreno-a-venda-haras-camping-club-rodovia-conquista-ba-415-barra-do-choca.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/cards-imoveis/11-terreno-a-venda-haras-camping-club-rodovia-conquista-ba-415-barra-do-choca.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/cards-imoveis/11-terreno-a-venda-haras-camping-club-rodovia-conquista-ba-415-barra-do-choca.jpg","2026-07-08T12:30-03:00","America/Bahia","terreno-a-venda-haras-camping-club-rodovia-conquista-ba-415-barra-do-choca","","","","","0","",""
"pv-ig-20260703-12","12","PENDENTE_REVISAO","instagram","foto","post_imovel_card","Ponto Comercial Multiplace","Ponto Comercial Multiplace

81 m² ao lado do Shopping Conquista Sul.

Aluguel: R$ 6.500 / mes

Fale com a Priscila para receber a ficha completa, fotos e disponibilidade atual.

Priscila Vasconcelos
CRECI-BA 29.231

#vitoriadaconquista #imoveisvdc #priscilavasconcelos","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/cards-imoveis/12-ponto-comercial-multiplace-para-locacao-felicia.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/cards-imoveis/12-ponto-comercial-multiplace-para-locacao-felicia.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/cards-imoveis/12-ponto-comercial-multiplace-para-locacao-felicia.jpg","2026-07-08T19:30-03:00","America/Bahia","ponto-comercial-multiplace-para-locacao-felicia","","","","","0","",""
"pv-ig-20260703-13","13","PENDENTE_REVISAO","instagram","carrossel","carrossel_imovel","Carrossel - Casa Caminho do Parque","Casa Caminho do Parque em destaque.

Área gourmet, piscina aquecida e 3 suítes.

Arraste para ver os pontos principais e fale com a Priscila para receber a ficha completa.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/01-capa.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/01-capa.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/02-contexto.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/03-dados.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/04-perfil.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/05-cta.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/01-capa.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/02-contexto.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/03-dados.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/04-perfil.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista/05-cta.jpg","2026-07-09T12:30-03:00","America/Bahia","casa-a-venda-caminho-do-parque-caminho-do-parque-bela-vista","","","","","0","",""
"pv-ig-20260703-14","14","PENDENTE_REVISAO","instagram","carrossel","carrossel_imovel","Carrossel - Casa Parque dos Ipes I","Casa Parque dos Ipes I em destaque.

Casa térrea com tecnologia, energia solar e automação.

Arraste para ver os pontos principais e fale com a Priscila para receber a ficha completa.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/01-capa.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/01-capa.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/02-contexto.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/03-dados.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/04-perfil.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/05-cta.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/01-capa.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/02-contexto.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/03-dados.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/04-perfil.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-terrea-a-venda-parque-dos-ipes-i-boa-vista/05-cta.jpg","2026-07-09T19:30-03:00","America/Bahia","casa-terrea-a-venda-parque-dos-ipes-i-boa-vista","","","","","0","",""
"pv-ig-20260703-15","15","PENDENTE_REVISAO","instagram","carrossel","carrossel_imovel","Carrossel - Casa Duplex Boa Vista","Casa Duplex Boa Vista em destaque.

500 m2, lazer completo, energia solar e poco artesiano.

Arraste para ver os pontos principais e fale com a Priscila para receber a ficha completa.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/01-capa.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/01-capa.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/02-contexto.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/03-dados.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/04-perfil.jpg"",""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/05-cta.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/01-capa.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/02-contexto.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/03-dados.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/04-perfil.jpg|https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/carrosseis/casa-duplex-a-venda-boa-vista/05-cta.jpg","2026-07-10T12:30-03:00","America/Bahia","casa-duplex-a-venda-boa-vista","","","","","0","",""
"pv-ig-20260703-16","16","PENDENTE_REVISAO","instagram","foto","noticia_card","FGTS e MCMV no radar","Notícia para acompanhar: o FGTS estuda ajustes no Minha Casa Minha Vida para ampliar poder de compra em algumas faixas.

Ainda não é regra aprovada. Para quem está comprando em Vitória da Conquista, o ponto é simples: simule antes, compare cenários e evite decidir só pelo valor da parcela.

Fonte: ABECIP, 30/06/2026.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/01-fgts-mcmv-radar.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/01-fgts-mcmv-radar.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/01-fgts-mcmv-radar.jpg","2026-07-10T19:30-03:00","America/Bahia","","https://www.abecip.org.br/imprensa/noticias/fgts-estuda-reduzir-juros-do-mcmv-para-ampliar-poder-de-compra-metro-quadrado","","","","0","",""
"pv-ig-20260703-17","17","PENDENTE_REVISAO","instagram","foto","infografico_funil","Termometro local","Termometro local da semana, sem expor dados pessoais:

71 leads no funil
35 leads quentes
26 novos contatos nos últimos 7 dias

Quando há demanda ativa, o imóvel bem apresentado ganha força. Fale com a Priscila para comprar, vender ou avaliar com critério.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/02-termometro-local-crm.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/02-termometro-local-crm.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/02-termometro-local-crm.jpg","2026-07-11T12:30-03:00","America/Bahia","","","MCP Imobiliaria Priscila","","","0","",""
"pv-ig-20260703-18","18","PENDENTE_REVISAO","instagram","story","story_noticia","Comprar com critério","Comprar bem é uma decisão de critério: simular, conferir documentação e visitar com calma.

Fale com a Priscila para entender qual imóvel faz sentido para o seu momento.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/03-comprar-com-criterio-story.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/03-comprar-com-criterio-story.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/noticias/03-comprar-com-criterio-story.jpg","2026-07-11T19:30-03:00","America/Bahia","","","Orientação interna","","","0","",""
"pv-ig-20260703-19","19","PENDENTE_REVISAO","instagram","foto","noticia_financiamento","MCMV: novas condições","Financiamento muda a forma de olhar um imóvel. A CAIXA informou novas condições do Minha Casa, Minha Vida, com renda mensal de até R$ 13 mil e teto citado de até R$ 600 mil para a classe média. Antes de decidir, simule entrada, prazo e parcela.

Fonte: CAIXA Notícias, 17/04/2026, atualizada em 02/07/2026.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/01-mcmv-novas-condicoes.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/01-mcmv-novas-condicoes.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/01-mcmv-novas-condicoes.jpg","2026-07-03T08:45-03:00","America/Bahia","","https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/04-ABRIL/CAIXA-inicia-opera%C3%A7%C3%A3o-das-novas-condi%C3%A7%C3%B5es-do-Minha-Casa%2C-Minha-Vida-na-pr%C3%B3xima-quarta-feira-%2822%29.aspx","","","","0","",""
"pv-ig-20260703-20","20","PENDENTE_REVISAO","instagram","foto","noticia_juros","Selic em 14,25%","A Selic em 14,25% ao ano melhora o sinal, mas não elimina a necessidade de critério. Para comprar bem, compare entrada, prazo, parcela, renda e custo total.

Fonte: Agência Brasil, 17/06/2026.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/02-selic-1425-criterio.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/02-selic-1425-criterio.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/02-selic-1425-criterio.jpg","2026-07-03T12:30-03:00","America/Bahia","","https://agenciabrasil.ebc.com.br/economia/noticia/2026-06/copom-reduz-taxa-selic-para-1425-ao-ano","","","","0","",""
"pv-ig-20260703-21","21","PENDENTE_REVISAO","instagram","foto","noticia_local","VDC em movimento","Vitória da Conquista está sempre mudando, e a leitura de um imóvel passa também pelo entorno. A Prefeitura registrou avanço no recapeamento da Avenida Presidente Vargas em 01/07/2026.

Fonte: PMVC.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/03-vdc-presidente-vargas.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/03-vdc-presidente-vargas.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/03-vdc-presidente-vargas.jpg","2026-07-03T19:30-03:00","America/Bahia","","https://www.pmvc.ba.gov.br/page/8/","","","","0","",""
"pv-ig-20260703-22","22","PENDENTE_REVISAO","instagram","story","story_ia","Comprar com calma","Story: comprar com calma. CTA: fale com a Priscila para entender se faz sentido para você.","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/04-story-comprar-com-calma.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/04-story-comprar-com-calma.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/04-story-comprar-com-calma.jpg","2026-07-04T08:45-03:00","America/Bahia","","","Imagem de fundo gerada por IA para uso editorial, sem simular imóvel real.","","","0","",""
"pv-ig-20260703-23","23","PENDENTE_REVISAO","instagram","foto","avaliacao","Avaliação online","Pensando em vender? Comece por uma estimativa inicial online. Ela ajuda a abrir a conversa com critério. Laudo formal é outro serviço, técnico e pago, quando necessário.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/05-avaliacao-online-laudo.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/05-avaliacao-online-laudo.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/05-avaliacao-online-laudo.jpg","2026-07-04T12:30-03:00","America/Bahia","","","Regra interna da sala de marketing da Priscila.","","","0","",""
"pv-ig-20260703-24","24","PENDENTE_REVISAO","instagram","foto","crm_termometro","Termômetro da semana","Termômetro interno da semana, sem dados pessoais: 71 leads no funil, 35 quentes e 26 novos contatos nos últimos 7 dias. Quando há demanda ativa, apresentação e resposta rápida importam.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/06-termometro-semana.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/06-termometro-semana.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/06-termometro-semana.jpg","2026-07-04T19:30-03:00","America/Bahia","","","MCP Imobiliária Priscila","","","0","",""
"pv-ig-20260703-25","25","PENDENTE_REVISAO","instagram","foto","bairro","Candeias no radar","Candeias segue forte na carteira da Priscila: opções de apartamento e terreno, de R$ 500 mil a R$ 1,6 milhão nos imóveis ativos atuais. Fale com a Priscila para receber a ficha completa.

CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/07-candeias-no-radar.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/07-candeias-no-radar.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/07-candeias-no-radar.jpg","2026-07-05T08:45-03:00","America/Bahia","","","MCP Imobiliária Priscila","","","0","",""
"pv-ig-20260703-26","26","PENDENTE_REVISAO","instagram","foto","vendedor","Vender com critério","Vender bem começa antes do anúncio: preço, fotos, descrição, documentação e estratégia precisam conversar. Fale com a Priscila para começar com uma avaliação inicial.","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/08-vender-com-criterio.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/08-vender-com-criterio.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/08-vender-com-criterio.jpg","2026-07-05T12:30-03:00","America/Bahia","","","Orientação interna","","","0","",""
"pv-ig-20260703-27","27","PENDENTE_REVISAO","instagram","foto","fim_de_semana","Agenda de visitas","Fim de semana é bom para visitar com calma. Defina faixa de valor, compare perfil e olhe além da foto: planta, entorno, manutenção e documentação.

Priscila Vasconcelos | CRECI-BA 29.231","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/09-agenda-visitas-fim-de-semana.jpg","[""https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/09-agenda-visitas-fim-de-semana.jpg""]","https://pvscelosimobiliaria.com/assets/marketing/instagram-2026-07-03/automatico-3dias/09-agenda-visitas-fim-de-semana.jpg","2026-07-05T19:30-03:00","America/Bahia","","","Orientação interna","","","0","",""
